start_up,headline,current_position,skills
accredible,Senior Talent Partner,Senior Talent Partner,"[{'name': 'Recruiting', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Temporary Staffing', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Recruitment Advertising', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Sourcing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Temporary Placement', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Talent Acquisition', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Contract Recruitment', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Executive Search', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Technical Recruiting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Account Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Candidate Generation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Interviews', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Permanent Placement', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Graduate Recruitment', 'endorsements': 0, 'passed_assessment': None}, {'name': 'HR Consulting', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Talent Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Screening Resumes', 'endorsements': 0, 'passed_assessment': None}, {'name': 'IT Recruitment', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Human Resources', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Candidate Retention', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Networking', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 0, 'passed_assessment': None}]"
accredible,Senior Software Engineer at Accredible,,
accredible,Operations Manager at Accredible Services,,
accredible,--,,
accredible,This account is for testing and demonstrations.,,
accredible,Caregiver at Accredible Healthcare Services,,
accredible,CSM at Accredible,,
accredible,QA Engineer at Accredible,,
accredible,Cleaning Specialist at Accredible Services,,
accredible,Lead DevOps Engineer at Accredible,,
accredible,Quality Engineering Manager at Accredible,,
accredible,| Digital Credentials | Ed Tech | E-Learning | Badging |,,
accredible,Finance and Accounting Professional,,
accredible,"Digital Credentialing Evangelist, Grilled Cheese Aficionado & WI Badger Football Fan.",,
accredible,Customer Success Manager at Accredible,,
accredible,Staff Software Engineer at Accredible,,
accredible,Technical Support Engineer | Professional problem solver | Bachelor of Science in Information Technology,,
accredible,Director of Development at Accredible,,
accredible,"Owner, Accredible Accounting",,
accredible,Onboarding Manager at Accredible,,
accredible,--,,
accredible,"Owner, First4Jobs",,
accredible,--,,
accredible,Senior Implementation Manager at Accredible,,
accredible,Enterprise Account Executive at Accredible,,
accredible,Talent Acquisition Manager at Accredible,,
accredible,Senior Full Stack Developer | .NET & Angular Specialist | Driven by Innovation and Endurance Challenges,,
accredible,Customer Service Representative,,
accredible,Fresher at Accredible ventures llp,,
accredible,Analytics Engineer at Accredible | Ex Monzo | Ex HSBC,,
accredible,Software Engineer at Accredible,,
accredible,Software Engineer at Accredible,,
accredible,Senior Operations Executive,,
accredible,Support Specialist,,
accredible,Senior Software Engineer,,
accredible,Senior QA Engineer at Accredible,,
accredible,Accredible | Certified Chief of Staff,,
accredible,3x Salesforce Certified UX Administrator,,
accredible,Enterprise Implementation Lead: Changing the way businesses use Digital Credentials through intelligent onboarding and implementation.,,
accredible,Senior Website Manager at Accredible,,
accredible,Manager of Customer Support,,
accredible,Frontend Developer at Accredible,,
accredible,Software Developer,,
accredible,Software Engineer at Accredible,,
accredible,Enterprise Customer Success Manager with Accredible | Customer Success Enthusiast & Leader,,
accredible,Digital Credentials & Badges,,
accredible,SaaS | EdTech | Demand Generation,,
accredible,Implementation Manager: Changing the way businesses use Digital Credentials through intelligent onboarding and implementation.,,
accredible,Product Manager | Driving Product Success through Strategic Vision and Cross-functional Collaboration,,
netbeez,Chief Product & Marketing Officer at Napatech,Chief Marketing Officer,"[{'name': 'Product Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Data Center', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Virtualization', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Security', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Go-to-market Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Demand Generation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Digital Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Wireless Technologies', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Telecommunications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Mergers & Acquisitions (M&A)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Launch', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sales Enablement', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Competitive Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Interpersonal Skills', 'endorsements': 0, 'passed_assessment': None}]"
netbeez,Sales and Business Development,Business Development and Sales,"[{'name': 'Enterprise Software', 'endorsements': 65, 'passed_assessment': None}, {'name': 'Italian', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Channel', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Storage', 'endorsements': 32, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 35, 'passed_assessment': None}, {'name': 'Sales Management', 'endorsements': 8, 'passed_assessment': None}, {'name': 'CRM', 'endorsements': 29, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 50, 'passed_assessment': None}, {'name': 'Solution Selling', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Go-to-market Strategy', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Senior Executive Leadership', 'endorsements': 2, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 27, 'passed_assessment': None}, {'name': 'Business Alliances', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 37, 'passed_assessment': None}, {'name': 'Product Marketing', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Data Center', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Entrepreneurship', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Mergers & Acquisitions', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Pre-sales', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Strategic Partnerships', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Channel Partners', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Professional Services', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}]"
netbeez,"Senior Digital Marketing Manager at NetBeez, Inc.",Senior Digital Marketing Manager,"[{'name': 'Social Media', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 8, 'passed_assessment': None}, {'name': 'WordPress', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 7, 'passed_assessment': None}, {'name': 'PowerPoint', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Sales', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Social Networking', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Customer Service', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Facebook', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Photoshop', 'endorsements': 0, 'passed_assessment': None}, {'name': 'MailChimp', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Trello', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adroll', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Buffer', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Twitter', 'endorsements': 0, 'passed_assessment': None}]"
netbeez,NetBeez Cofounder & CTO,,
netbeez,Cofounder @NetBeez (YCombinator),,
netbeez,"Digital Marketing Specialist at NetBeez, Inc.",,
netbeez,Geographic Information Systems Technician,,
netbeez,"Engineering Manager at NetBeez, Inc.",,
netbeez,"Investor, Entrepreneur, Marketing / Go To Market expert",,
netbeez,"Customer Success Engineer at NetBeez, Inc.",,
netbeez,CEO at NetBeez | Digital Experience Monitoring for Rapid Root Cause Analysis,,
bikanta,Strategic Business Development and Integrated Marketing/Communications Executive,Chief Operating Officer,"[{'name': 'Financial Services', 'endorsements': 33, 'passed_assessment': None}, {'name': 'Financial Markets', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Securities', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Asset Management', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Program Management', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Capital Markets', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Asset Managment', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Hedge Funds', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Mergers & Acquisitions', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Equities', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Banking', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Investment Banking', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Options', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Mutual Funds', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Fixed Income', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Series 7', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Trading', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Alternative Investments', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Communications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'FINRA', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Foundations', 'endorsements': 0, 'passed_assessment': None}]"
bikanta,Sr. Scientist,,
bikanta,"Contributor at Tari Labs & Yat. Bootstrapped Sparkart. YC alum. Angel Investor (Flexport, LayerZero, Squire, Landed, Verge Genomics, Multiply Labs, Mothership, Fight Camp & 50+ more)",,
bikanta,Instrumentation Engineer at Bikanta,,
women.com,Freelance Writer | SEO Blogs & Articles | Beauty & Skincare Writer | Entertainment & Pop Culture Writer,,
women.com,Conservative-Women.com,,
women.com,Writer at Kathleen K. Poole,,
women.com,Freelance writer,,
women.com,"My own business, womensdreamteam.com/madeline37",,
women.com,"Vice President at CVM INC., Consortium of Vendors & Manufacturers",,
women.com,"PhD in English, Binghamton University",,
women.com,"Women.com, Founder/CEO",,
sfox,"SFOX NYC Founder, Video Producer, Creative Director",Founder & Creative Director,"[{'name': 'Event Production', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Start-up Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Instagram', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Video pre and post production', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Fashion History', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Creative Direction ', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Collaborative Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Fashion Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe Creative Cloud', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Presentations', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Advertising', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Typography', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Creative Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Communication', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Trends', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Media Trends', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Content Strategy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Video Color Grading', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Pre-production', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media Optimization (SMO)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Videography', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Social Media Communications', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Videotaping', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe Creative Suite', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe Photoshop', 'endorsements': 0, 'passed_assessment': None}, {'name': 'After Effects', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Adobe Premiere Pro', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'On Set', 'endorsements': 0, 'passed_assessment': None}]"
