start_up,headline,current_position,skills
rainforest,Chief Strategy Officer @ Rainforest Alliance,Chief Strategy Officer (CSO),"[{'name': 'Market Intelligence', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Marketing Intelligence', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 26, 'passed_assessment': None}, {'name': 'Consulting', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Cross-functional Team Leadership', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Management Consulting', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 23, 'passed_assessment': None}, {'name': 'Marketing Strategy', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Finance', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Business Planning', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Competitive Analysis', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Corporate Finance', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Market Analysis', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Financial Analysis', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Customer Insight', 'endorsements': 0, 'passed_assessment': None}, {'name': 'New Business Opportunities', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Market Research', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Initiatives', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Facilitation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Relationship Building', 'endorsements': 0, 'passed_assessment': None}, {'name': 'French', 'endorsements': 0, 'passed_assessment': None}, {'name': 'English', 'endorsements': 0, 'passed_assessment': None}, {'name': 'french', 'endorsements': 0, 'passed_assessment': None}]"
rainforest,Climate Adaptation & Resilience Manager,Climate Adaptation and Resilience Manager,"[{'name': 'Technical Assistance', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Climate Change', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Climate change adaptation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Integrated Water Resources Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Landscape Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Environmental Awareness', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Program Implementation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'GIS', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Spatial Analysis', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Gestión de proyectos', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Cambio climático', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Concienciación medioambiental', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Sistema de información geográfica', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Investigación y desarrollo', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Liderazgo', 'endorsements': 3, 'passed_assessment': None}, {'name': 'English', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Capacity Development', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Natural Resource Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Planificación estratégica', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Multitasking', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Capacity Building', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Spanish', 'endorsements': 0, 'passed_assessment': None}, {'name': 'German', 'endorsements': 0, 'passed_assessment': None}]"
rainforest,"Talks about #Sports #Leadership, #Agriculture, #Farming #Investments and #Fitness",Cricketer,
rainforest,Director Sustainability,Head of Sustainability and CSR,"[{'name': 'Carbon Neutral', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Water Stewardship', 'endorsements': 0, 'passed_assessment': None}, {'name': 'ESG risk rating, ', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Net Neutral ', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Circular Economy', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business and Human rights', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Sustainable Agriculture', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Quality Management', 'endorsements': 44, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 33, 'passed_assessment': None}, {'name': 'ISO 14001', 'endorsements': 35, 'passed_assessment': None}, {'name': 'Creative Writing', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Chemical management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'ISO 9001', 'endorsements': 0, 'passed_assessment': None}, {'name': 'OHSAS 18001', 'endorsements': 0, 'passed_assessment': None}, {'name': 'SA 8000', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Technical Training', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Green Chemistry', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Green Supply Chain Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Supply Chain Management', 'endorsements': 30, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 32, 'passed_assessment': None}, {'name': 'Corporate Social Responsibility', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Environmental Awareness', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Environmental Management Systems', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Iso 9000', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Negotiation', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Team Management', 'endorsements': 6, 'passed_assessment': None}]"
rainforest,Senior Officer Media Relations DACH at Rainforest Alliance,,
rainforest,Customer Obsessed,,
rainforest,N/A,,
rainforest,Sustainability | Livelihood | Climate Action,,
rainforest,Monitoring Evaluation Learning and Accountability Specialist,,
rainforest,Leader Serviteur & Coach en Management des Organisations,,
rainforest,International Consultant,,
rainforest,Human Resources Generalist Africa,,
rainforest,"Manager, Project Managers Team",,
rainforest,Manager Team Member Monitoring at Rainforest Alliance,,
rainforest,Managing Director WoodConsult,,
rainforest,Administrative Coordinator,,
rainforest,Public Affairs Manager DACH at Rainforest Alliance,,
rainforest,"Director Europe, Corporate Engagement & Partnerships at the Rainforest Alliance",,
rainforest,Administrative support specialist,,
rainforest,Advancing the transition to regenerative agriculture in the global south,,
rainforest,Senior Expert in Sustainable Development,,
rainforest,"HR Professional, a.i.",,
rainforest,Manager Software Development & Configuration,,
rainforest,Available for New assignement I Project Manager - AFRICA COCOA FUND at Rainforest Alliance,,
rainforest,Strategic Account Manager at the Rainforest Alliance,,
rainforest,Senior Corporate Communications Manager at Rainforest Alliance,,
rainforest,"Office Operations Leader | Expert in Executive Support, Workplace Efficiency, and Organizational Excellence",,
rainforest,Latin America Human Resources Manager,,
rainforest,Program Manager at Rainforest Alliance,,
rainforest,Projects Finance Senior Associate,,
rainforest,Finance,,
rainforest,Senior associate landscape and community développement,,
rainforest,SUSTAINABLE MANAGEMENT SYSTEM,,
rainforest,Freelance Consultant associated with various national and international institutions.,,
rainforest,Country Representative Southern Europe,,
rainforest,Accountng,,
rainforest,Associate Quality of implémentation West Africa at Rainforest Alliance,,
rainforest,Finance Officer at Rainforest Alliance,,
rainforest,Medewerker bij Rainforest Alliance,,
rainforest,Doctoral Researcher (Fertigation Management),,
rainforest,Certification Manager at Cocoa Abrabopa Association,,
rainforest,"Customer Care, Sustainability and Project Management.",,
rainforest,"Program Officer, Rainforest Alliance",,
rainforest,Customer Success Officer,,
rainforest,"Country Director, Rainforest Alliance Ghana",,
rainforest,Supply Chain Manager at Preferred by Nature,,
storyworth,Growth Marketing,,
storyworth,"Founder at StoryWorth, the easiest way to record your family stories and print them in beautiful hardcover books.",,
storyworth,Problem solver,,
storyworth,Data at Storyworth,,
storyworth,Senior Product Designer at Storyworth,,
storyworth,Building a value-driven virtual music festival experience,,
storyworth,CTO,,
storyworth,Content @ Storyworth,,
storyworth,Design Leader,,
storyworth,"People, Operations, and Strategy Leader",,
accountable,Bookkeeper at Accountable LLP,,
accountable,Hood tec at Accountable,,
accountable,--,,
accountable,Responsabile marketing presso Accountable,,
accountable,gg,,
accountable,--,,
accountable,Owner at Accountable,,
accountable,Accountant at Accountable,,
accountable,Accountant at Accountable,,
accountable,"Office Assistant at Accountable, Inc.",,
accountable,Computer Technician at Accountable LLP,,
accountable,Bookkeeper at Accountable and Co.,,
accountable,Case Manager at Accountable,,
accountable,Accountant at Accountable inc,,
accountable,Recruiter at Accountable,,
accountable,Registered Nurse at Accountable,,
accountable,Radiologic Technologist at Accountable,,
accountable,Registered Nurse at Accountable,,
accountable,Founder and CTO at Accountable,,
accountable,Accountable Inc.,,
accountable,Accounting Technician,,
accountable,Certified Public Accountant,,
accountable,Chief Executive Officer at Accountable,,
accountable,"Owner, Accountable Inc",,
accountable,Fanshawe College - Peer Tutor,,
accountable,Tax Consultant at AccountAble,,
accountable,Managing Director at Accountable,,
accountable,Principal at Accountable Inc.,,
accountable,"Tax Strategies to reduce your taxable income $15k- $47K, Business Intelligence, Accounting/Tax and Outsourced CFO",,
accountable,Accountant,,
momentus,"Founder & CEO at Allocations and Allo, Partner at Chainfund Capital",Founder & CEO,"[{'name': 'Entrepreneurship', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Finance', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Economics', 'endorsements': 54, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 83, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 70, 'passed_assessment': None}, {'name': 'Venture Capital', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 24, 'passed_assessment': None}, {'name': 'Public Speaking', 'endorsements': 36, 'passed_assessment': None}, {'name': 'Marketing', 'endorsements': 35, 'passed_assessment': None}, {'name': 'Microsoft Office', 'endorsements': 29, 'passed_assessment': None}, {'name': 'Project Planning', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Start-ups', 'endorsements': 34, 'passed_assessment': None}, {'name': 'Private Equity', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Training', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Business Strategy', 'endorsements': 30, 'passed_assessment': None}, {'name': 'Bloomberg', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Data Analysis', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Mergers & Acquisitions', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Research', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Investment Banking', 'endorsements': 14, 'passed_assessment': None}, {'name': 'Corporate Finance', 'endorsements': 20, 'passed_assessment': None}, {'name': 'CRM', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Financial Analysis', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Time Management', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 13, 'passed_assessment': None}, {'name': 'PowerPoint', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Team Leadership', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 40, 'passed_assessment': None}, {'name': 'Analysis', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 7, 'passed_assessment': None}]"
momentus,Principal  Network Architect,Principal  Network Architect,"[{'name': 'Meraki Network', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Routing', 'endorsements': 0, 'passed_assessment': None}, {'name': 'LAN-WAN', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Security', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Technologies', 'endorsements': 34, 'passed_assessment': None}, {'name': 'Virtualization', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Networking', 'endorsements': 20, 'passed_assessment': None}, {'name': 'Information Technology', 'endorsements': 17, 'passed_assessment': None}, {'name': 'VoIP', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Network Security', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Active Directory', 'endorsements': 14, 'passed_assessment': None}, {'name': 'VPN', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Windows Server', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Switches', 'endorsements': 11, 'passed_assessment': None}, {'name': 'System Administration', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Cloud Computing', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Network Administration', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Telecommunications', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Technical Support', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Wireless Networking', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Cisco Call Manager', 'endorsements': 2, 'passed_assessment': None}, {'name': 'System Deployment', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Troubleshooting', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Hardware', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Voice over IP (VoIP)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Linux', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Microsoft Exchange', 'endorsements': 2, 'passed_assessment': None}, {'name': 'VMware', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Cisco Routers', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Systems Products', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Computer Hardware', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Prime', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Identity Services Engine (ISE)', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Webex Meetings', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Cisco Umbrella', 'endorsements': 0, 'passed_assessment': None}, {'name': 'CCNA', 'endorsements': 5, 'passed_assessment': None}]"
momentus,Strategic HR Executive | Private & Public | Momentus VP of HR & Talent,Vice President of HR & Talent,"[{'name': 'Employee Relations', 'endorsements': 84, 'passed_assessment': None}, {'name': 'Human Resources', 'endorsements': 77, 'passed_assessment': None}, {'name': 'Recruiting', 'endorsements': 66, 'passed_assessment': None}, {'name': 'Employee Engagement', 'endorsements': 38, 'passed_assessment': None}, {'name': 'Onboarding', 'endorsements': 32, 'passed_assessment': None}, {'name': 'Performance Management', 'endorsements': 22, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 27, 'passed_assessment': None}, {'name': 'Organizational Development', 'endorsements': 21, 'passed_assessment': None}, {'name': 'Employee Handbooks', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Organizational Effectiveness', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Executive Management', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Compensation & Benefit', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Training', 'endorsements': 19, 'passed_assessment': None}, {'name': 'HR Policies', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Process Improvement', 'endorsements': 14, 'passed_assessment': None}, {'name': 'HRIS Database Management', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Global Human Resources Management', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Coaching', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Job Descriptions', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategic Human Resources Leadership', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Manufacturing', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Acquisition Integration', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Learning Management Systems', 'endorsements': 0, 'passed_assessment': None}]"
momentus,"Momentus, Vice President, Supply Chain",Vice President,"[{'name': 'System Engineering / Solid-State Radar Technology', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Plan Execution', 'endorsements': 0, 'passed_assessment': None}, {'name': 'International Business', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Redesigning Business Processes', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Supply Chain / Subcontractor / Supplier Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Hands-On Leadership / Developing Diverse Talent', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Productivity Improvements / Lean/Six Sigma', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Leading Change', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Aerospace & Defense Industry', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Program Management', 'endorsements': 56, 'passed_assessment': None}, {'name': 'Strategic Planning', 'endorsements': 24, 'passed_assessment': None}, {'name': 'Business Planning', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Aerospace', 'endorsements': 40, 'passed_assessment': None}, {'name': 'Business Process', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Integration', 'endorsements': 18, 'passed_assessment': None}, {'name': 'Multicultural', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Technology', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Process Improvement', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Hands-on Leadership', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Radar', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Procurement', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Six Sigma', 'endorsements': 9, 'passed_assessment': None}, {'name': 'Systems Engineering', 'endorsements': 45, 'passed_assessment': None}, {'name': 'Operations Management', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Space Systems', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Cross-functional Team Leadership', 'endorsements': 17, 'passed_assessment': None}, {'name': 'Executive Management', 'endorsements': 13, 'passed_assessment': None}, {'name': 'Engineering Management', 'endorsements': 18, 'passed_assessment': None}, {'name': 'DoD', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Earned Value Management', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Government Contracting', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Change Management', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 10, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 22, 'passed_assessment': None}]"
momentus,--,,
momentus,Integration of SpaceCrafts in Aerospace field,,
momentus,--,,
momentus,Auxiliar de produção,,
momentus,--,,
momentus,--,,
momentus,Senior Systems Administrator,,
momentus,CTO at MOMENTUS,,
momentus,Chief Security Officer,,
momentus,General Partner @ āltitude | SME Tech Investor,,
momentus,"Chairman of the Board, CEO, and President of Momentus",,
momentus,Director of Mission Design at Momentus,,
momentus,Senior Technical Recruiter at Momentus,,
momentus,Investor at Duolingo,,
momentus,pazarlamacı - Momentus,,
momentus,Facilities Coordinator at Momentus,,
momentus,Angel Investor bei NeueGadgets,,
momentus,Structures Engineer at Momentus,,
momentus,Senior Test Technician at Momentus,,
momentus,Administrative Assistant at Momentus,,
momentus,Master of Computer Engineering from San Jose State University,,
momentus,Software Engineer,,
momentus,--,,
momentus,--,,
momentus,--,,
momentus,Mission Manager,,
momentus,Momentus,,
momentus,Software Developer,,
momentus,Aviation & Aerospace Professional,,
momentus,Professor de educação básica,,
momentus,Sr. Principal ML Engineer at Momentus,,
momentus,Astronautical Engineer,,
momentus,Senior Spacecraft Test Engineer at Momentus Space,,
momentus,Software Engineer at Momentus,,
momentus,"Former Chairman of the Board of Directors, President and CEO at Export-Import Bank of the United States; Independent Member of Public Company Boards of Directors",,
momentus,Board Member,,
momentus,Program Management for Orbital Transportation & In-Space Infrastructure Services,,
momentus,"Chair, Strategic Advisory Group, Momentus Space",,
momentus,Driving Growth in the Final Frontier | Business Development Representative for Innovative Space Companies | Building Partnerships to Propel the Future of Space Exploration,,
momentus,Active Thermal Hardware Engineer,,
momentus,Mechanical Design and Analysis Manager,,
momentus,"Systems Engineering Manager @ Momentus | PhD, Aerospace Systems Engineering",,
momentus,Sr. Systems Engineer @Momentus,,
momentus,Physician Recruiter for Palo Alto Foundation Medical Group,,
momentus,Software Engineer with Physics background,,
momentus,Chief Compliance Officer Chief Legal Officer | J.D.,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,--,,
you got listings,Remote job at LikeRemote.com - only remote jobs in the richest companies,,
you got listings,--,,
you got listings,--,,
you got listings,I am student at LikeRemote.com - only remote jobs in the richest companies,,
you got listings,It recruiter at LikeRemote.com - only remote jobs in the best IT companies,,
you got listings,--,,
you got listings,Entrepreneur | Domain Investor | Driving Business Growth & Innovation at StartYourOnlineJourney.com,,
peekapak,Chief Technology Officer at Peekapak,Chief Technology Officer,
peekapak,UAE Lead @ Peekapak | K-12 Well-being Education,UAE Lead,"[{'name': 'Research', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Writing', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Event Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Curatorial Projects', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Teamwork', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Time Management', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Microsoft Word', 'endorsements': 4, 'passed_assessment': None}, {'name': 'Microsoft Excel', 'endorsements': 4, 'passed_assessment': None}, {'name': 'PowerPoint', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Social Media', 'endorsements': 0, 'passed_assessment': None}]"
peekapak,Illustrator and Graphic Designer at Peekapak,,
peekapak,Software Developer,,
peekapak,I'm a game developer that loves understanding and creating things!,,
peekapak,CDA licensed Psychologist/ Neurotherapist/ Counsellor,,
peekapak,"CEO & Co-Founder at K-12 Well-Being & Mental Health Platform, Peekapak | INSEAD MBA",,
peekapak,Software Engineering @ UWaterloo,,
peekapak,Growth and Innovation Intern @ Peekapak Inc. | 3rd Year BBA and BA Financial Mathematics and Analytics @ Lazaridis School of Business and Economics,,
peekapak,Program Manager with a focus on EdTech & Children's Media,,
peekapak,Peekapak Education Specialist and Abu Dhabi Growth Lead,,
peekapak,Chief Of Staff at Peekapak,,
peekapak,Passionate Educator & Facilitator | BBA | Professional Diploma in Teaching Math | Committed to Student Growth & Youth Empowerment|Social media Assistant,,
peekapak,Education Partnerships Associate at Peekapak | Social Emotional Learning,,
inflow,Technical Manager at Inflow,,
inflow,Travel Specialist,,
inflow,Senior Acct. Executive at Inflow,,
inflow,Employer at inflow,,
inflow,Accounts Executive at Inflow,,
inflow,Inflow — Sales Export Manager,,
inflow,Senior Account Executive at Inflow,,
inflow,--,,
inflow,Engg at Inflow,,
inflow,"Application Engineer, PHP Developer, Database Architect, Front-end Developer, Back-end Developer, Web Designer",,
inflow,Recruiter at Inflow,,
inflow,"Recruiter at Academic Work and Owner, InFlow HB",,
inflow,"Owner, InFlow - Leadership, Coaching and Awareness - facilitator!",,
inflow,"project manager at inflow and Owner, Klostermuehle",,
inflow,Entrepreneur at InFlow,,
inflow,Yrittäjä at InFlow,,
inflow,General Manager at Inflow,,
inflow,Посада Founder у inflow,,
inflow,"Finance & Manufacturing Executive, CPA, Inventory Reduction Consultant",,
inflow,Founder at inFLOW,,
inflow,Senior Researcher at inflow,,
inflow,HR-Executive at Inflow,,
inflow,Human Resources Officer at Inflow,,
inflow,Senior Account Executive at Inflow,,
inflow,EVP Sales at Inflow,,
inflow,National Account Manager at Inflow,,
inflow,General Manager at Inflow,,
inflow,Advertising Manager at Inflow,,
inflow,Account Executive at Inflow,,
inflow,Visual and Linguistic Communicator,,
inflow,Production manager,,
inflow,"Owner, Inflow Capital Sdn Bhd and Capital Markets Consultant",,
inflow,Sales Executive at Inflow,,
inflow,"Owner, inflow",,
inflow,--,,
inflow,Clerk at Inflow,,
inflow,Product Manager (Packeteer) at INFLOW,,
inflow,Editor de video y copywriter especializado en Meta Ads y VSL,,
inflow,--,,
inflow,IQ MED,,
inflow,Director of Sales And Marketing at inFlow,,
accredible,Product Management Executive,Senior Vice President Of Product Management,"[{'name': 'Product Vision', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Performance Motivation', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Defining Requirements', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Business Requirements', 'endorsements': 0, 'passed_assessment': None}, {'name': 'Product Management', 'endorsements': 76, 'passed_assessment': None}, {'name': 'Product Development', 'endorsements': 11, 'passed_assessment': None}, {'name': 'Business Development', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Database Marketing', 'endorsements': 28, 'passed_assessment': None}, {'name': 'E-commerce', 'endorsements': 26, 'passed_assessment': None}, {'name': 'Multi-channel Marketing', 'endorsements': 23, 'passed_assessment': None}, {'name': 'SEO', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Direct Marketing', 'endorsements': 15, 'passed_assessment': None}, {'name': 'Customer Acquisition', 'endorsements': 20, 'passed_assessment': None}, {'name': 'Project Management', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Analytics', 'endorsements': 53, 'passed_assessment': None}, {'name': 'Business Intelligence', 'endorsements': 8, 'passed_assessment': None}, {'name': 'Lead Generation', 'endorsements': 16, 'passed_assessment': None}, {'name': 'Segmentation', 'endorsements': 7, 'passed_assessment': None}, {'name': 'Email Marketing', 'endorsements': 6, 'passed_assessment': None}, {'name': 'Digital Marketing', 'endorsements': 5, 'passed_assessment': None}, {'name': 'SaaS', 'endorsements': 12, 'passed_assessment': None}, {'name': 'Salesforce.com', 'endorsements': 5, 'passed_assessment': None}, {'name': 'Enterprise Software', 'endorsements': 2, 'passed_assessment': None}, {'name': 'Software as a Service (SaaS)', 'endorsements': 3, 'passed_assessment': None}, {'name': 'Strategy', 'endorsements': 30, 'passed_assessment': None}, {'name': 'Management', 'endorsements': 19, 'passed_assessment': None}, {'name': 'Leadership', 'endorsements': 13, 'passed_assessment': None}]"
